"chr" "start" "end" "value" "area" "cluster" "indexStart" "indexEnd" "L" "clusterL"
"1777" "chr1" 229568252 229568252 -0.0229373507414965 0.0229373507414965 8740 12993 12993 1 4
"127" "chr1" 8457417 8457417 0.0229367228977828 0.0229367228977828 1240 1863 1863 1 1
"806" "chrX" 49160073 49160073 0.0229337671904298 0.0229337671904298 10765 17621 17621 1 6
"1626" "chr1" 154474530 154474530 -0.0229229773820716 0.0229229773820716 6178 9260 9260 1 1
"23" "chr1" 2789089 2789089 0.0229154572382629 0.0229154572382629 581 891 891 1 1
"903" "chrX" 68833308 68833308 0.0228966166875563 0.0228966166875563 11232 18873 18873 1 1
"1" "chr1" 1872033 1872033 0.0228890385598516 0.0228890385598516 308 489 489 1 1
"1856" "chrX" 39547825 39547825 -0.0228885395684334 0.0228885395684334 10254 16147 16147 1 4
"1817" "chrX" 7896031 7896031 -0.0228836390588369 0.0228836390588369 9517 14161 14161 1 17
"80" "chr1" 4770161 4770161 0.0228814663267615 0.0228814663267615 908 1411 1411 1 1
"1841" "chrX" 24692176 24692176 -0.0228764682878931 0.0228764682878931 10020 15511 15511 1 1
"1795" "chr1" 236318427 236318427 -0.0228717646949038 0.0228717646949038 9016 13377 13377 1 1
"818" "chrX" 50027319 50027319 0.0228680072607477 0.0228680072607477 10817 17734 17734 1 1
"462" "chr1" 164659666 164659666 0.0228606005740365 0.0228606005740365 6770 10151 10151 1 1
"153" "chr1" 13884275 13884275 0.0228533263852033 0.0228533263852033 1634 2397 2397 1 1
"1776" "chr1" 229567560 229567560 -0.0228505819648628 0.0228505819648628 8740 12990 12990 1 4
"1084" "chrX" 130188586 130188586 0.0228400867748842 0.0228400867748842 12528 22568 22568 1 1
"292" "chr1" 74941958 74941958 0.0228377870606001 0.0228377870606001 4546 6751 6751 1 1
"1422" "chr1" 40598455 40598455 -0.0228306580566946 0.0228306580566946 3367 4969 4969 1 2
"408" "chr1" 153432128 153432128 0.0228271802246246 0.0228271802246246 6095 9126 9126 1 1
"207" "chr1" 31136147 31136147 0.0228249074007555 0.0228249074007555 2803 4109 4109 1 1
"610" "chr1" 240164755 240164755 0.0228234899982559 0.0228234899982559 9080 13469 13469 1 1
"20" "chr1" 2736680 2736680 0.0228058643896044 0.0228058643896044 572 879 879 1 1
"310" "chr1" 102098127 102098127 0.0228018627954385 0.0228018627954385 5082 7586 7586 1 1
"1059" "chrX" 115594242 115594242 0.0227904880621516 0.0227904880621516 12183 21569 21569 1 8
"1904" "chrX" 69675064 69675064 -0.0227865541301988 0.0227865541301988 11280 19028 19028 1 9
"511" "chr1" 182687609 182687609 0.0227714963139325 0.0227714963139325 7270 10873 10873 1 1
"1417" "chr1" 40098595 40098595 -0.0227658082470093 0.0227658082470093 3331 4904 4904 1 1
"1843" "chrX" 25022499 25022499 -0.0227657507831826 0.0227657507831826 10031 15541 15541 1 13
"1207" "chrX" 152529487 152529487 0.0227527823762387 0.0227527823762387 13142 24219 24219 1 1
"1193" "chrX" 151883250 151883250 0.0227455538067688 0.0227455538067688 13087 24106 24106 1 2
"1173" "chrX" 150342651 150342651 0.0227407182080359 0.0227407182080359 13012 23954 23954 1 3
"1350" "chr1" 25242147 25242147 -0.0227345132520814 0.0227345132520814 2430 3515 3515 1 1
"354" "chr1" 149368226 149368226 0.0227325321731866 0.0227325321731866 5822 8682 8682 1 1
"1177" "chrX" 150395527 150395527 0.0227274394375789 0.0227274394375789 13020 23971 23971 1 2
"1840" "chrX" 21776218 21776218 -0.0227257105277815 0.0227257105277815 9936 15260 15260 1 8
"208" "chr1" 31155158 31155158 0.0227246488193274 0.0227246488193274 2804 4110 4110 1 1
"1504" "chr1" 59479179 59479179 -0.0227229663083713 0.0227229663083713 4261 6338 6338 1 1
"1198" "chrX" 151922232 151922232 0.0227144116429977 0.0227144116429977 13094 24121 24121 1 1
"1609" "chr1" 147801103 147801103 -0.0227057058387129 0.0227057058387129 5765 8606 8606 1 4
"214" "chr1" 34090711 34090711 0.0227056254717129 0.0227056254717129 3045 4469 4469 1 2
"1133" "chrX" 140336655 140336655 0.0226926405865022 0.0226926405865022 12857 23542 23542 1 2
"874" "chrX" 63446044 63446044 0.0226859395263099 0.0226859395263099 11096 18515 18515 1 1
"744" "chrX" 27999728 27999728 0.0226859101925591 0.0226859101925591 10063 15652 15652 1 6
"189" "chr1" 22970339 22970339 0.0226820161125188 0.0226820161125188 2288 3294 3294 1 1
"187" "chr1" 20899121 20899121 0.0226702602407129 0.0226702602407129 2137 3099 3099 1 1
"1524" "chr1" 75597304 75597304 -0.0226687786040477 0.0226687786040477 4558 6776 6776 1 4
"110" "chr1" 6207252 6207252 0.0226684669526116 0.0226684669526116 1000 1530 1530 1 1
"440" "chr1" 158736112 158736112 0.022665043415322 0.022665043415322 6523 9773 9773 1 1
"1331" "chr1" 17445310 17445310 -0.02266363974761 0.02266363974761 1915 2790 2790 1 3
"453" "chr1" 159684337 159684337 0.0226576095095002 0.0226576095095002 6546 9804 9804 1 3
"1711" "chr1" 200842145 200842145 -0.0226567967094877 0.0226567967094877 7517 11207 11207 1 2
"1401" "chr1" 33721234 33721234 -0.022652375160951 0.022652375160951 3014 4429 4429 1 2
"1675" "chr1" 171810376 171810376 -0.022650246690963 0.022650246690963 6977 10458 10458 1 6
"1163" "chrX" 147062547 147062547 0.0226427964110935 0.0226427964110935 12933 23711 23711 1 9
"1327" "chr1" 17216035 17216035 -0.0226291900292261 0.0226291900292261 1881 2746 2746 1 3
"1408" "chr1" 36786777 36786777 -0.0226171041983086 0.0226171041983086 3158 4650 4650 1 1
"810" "chrX" 49368707 49368707 0.0226162016141444 0.0226162016141444 10783 17644 17644 1 1
"13" "chr1" 2421841 2421841 0.022613536989783 0.022613536989783 508 787 787 1 1
"261" "chr1" 50878140 50878140 0.022598898267363 0.022598898267363 3899 5802 5802 1 1
"289" "chr1" 64323322 64323322 0.0225859685633063 0.0225859685633063 4365 6493 6493 1 1
"1807" "chr1" 246785611 246785611 -0.022570400145697 0.022570400145697 9295 13755 13755 1 1
"1049" "chrX" 109693870 109693870 0.0225682435450756 0.0225682435450756 12067 21287 21287 1 1
"1122" "chrX" 138773467 138773467 0.0225584739035184 0.0225584739035184 12815 23414 23414 1 8
"266" "chr1" 54008126 54008126 0.0225537514443246 0.0225537514443246 4058 6056 6056 1 1
"307" "chr1" 101009190 101009190 0.0225455618573184 0.0225455618573184 5054 7544 7544 1 1
"1943" "chrX" 114849448 114849448 -0.0225425079589582 0.0225425079589582 12165 21536 21536 1 1
"179" "chr1" 20465170 20465170 0.022528394498006 0.022528394498006 2102 3046 3046 1 1
"206" "chr1" 31000432 31000432 0.022520931479425 0.022520931479425 2802 4108 4108 1 1
"525" "chr1" 205536821 205536821 0.0225120083289978 0.0225120083289978 7839 11686 11686 1 1
"1101" "chrX" 134971153 134971153 0.0224791721955866 0.0224791721955866 12687 23052 23052 1 4
"103" "chr1" 5797004 5797004 0.0224645085033203 0.0224645085033203 936 1441 1441 1 1
"316" "chr1" 110654497 110654497 0.022464463455769 0.022464463455769 5238 7827 7827 1 2
"1730" "chr1" 212687842 212687842 -0.0224584881160431 0.0224584881160431 8122 12087 12087 1 1
"970" "chrX" 84497869 84497869 0.0224567144975307 0.0224567144975307 11606 19948 19948 1 1
"154" "chr1" 14337733 14337733 0.0224412326315245 0.0224412326315245 1651 2424 2424 1 1
"265" "chr1" 53901705 53901705 0.02242108073354 0.02242108073354 4043 6033 6033 1 1
"398" "chr1" 153320414 153320414 0.0224195634006252 0.0224195634006252 6081 9105 9105 1 1
"1396" "chr1" 33160791 33160791 -0.0224037116400739 0.0224037116400739 2957 4348 4348 1 1
"1387" "chr1" 32226935 32226935 -0.0223998642237198 0.0223998642237198 2878 4213 4213 1 1
"134" "chr1" 10874315 10874315 0.0223946760053458 0.0223946760053458 1459 2151 2151 1 1
"1914" "chrX" 99667223 99667223 -0.0223934696182358 0.0223934696182358 11674 20120 20120 1 5
"305" "chr1" 97051549 97051549 0.022389811575556 0.022389811575556 5002 7455 7455 1 1
"1185" "chrX" 151093358 151093358 0.0223798361548245 0.0223798361548245 13051 24031 24031 1 2
"327" "chr1" 111822494 111822494 0.0223792066956678 0.0223792066956678 5311 7927 7927 1 1
"1955" "chrX" 119148809 119148809 -0.0223759401376734 0.0223759401376734 12316 21969 21969 1 9
"1580" "chr1" 116219479 116219479 -0.0223655871794427 0.0223655871794427 5461 8164 8164 1 1
"1515" "chr1" 66257822 66257822 -0.0223453607489878 0.0223453607489878 4430 6572 6572 1 2
"476" "chr1" 166851236 166851236 0.022335774720412 0.022335774720412 6828 10235 10235 1 1
"859" "chrX" 55287213 55287213 0.0223290229005498 0.0223290229005498 11021 18293 18293 1 1
"1614" "chr1" 149231302 149231302 -0.0223215169261767 0.0223215169261767 5814 8673 8673 1 2
"45" "chr1" 3079886 3079886 0.0223187418315424 0.0223187418315424 661 1018 1018 1 2
"384" "chr1" 152942688 152942688 0.0223176046608006 0.0223176046608006 6059 9076 9076 1 1
"1238" "chr1" 1239999 1239999 -0.0223045743219835 0.0223045743219835 165 263 263 1 1
"135" "chr1" 11473308 11473308 0.022290864411684 0.022290864411684 1504 2215 2215 1 1
"524" "chr1" 205525860 205525860 0.0222866071087423 0.0222866071087423 7837 11684 11684 1 1
"1457" "chr1" 46914033 46914033 -0.0222841519343158 0.0222841519343158 3772 5605 5605 1 1
"1064" "chrX" 119121513 119121513 0.0222693190748792 0.0222693190748792 12305 21943 21943 1 1
"325" "chr1" 111415781 111415781 0.0222644864078333 0.0222644864078333 5295 7904 7904 1 1
"225" "chr1" 37782190 37782190 0.0222378126045868 0.0222378126045868 3193 4700 4700 1 1
"552" "chr1" 217543379 217543379 0.0222332150609003 0.0222332150609003 8254 12269 12269 1 1
"1316" "chr1" 16534579 16534579 -0.0222313702996268 0.0222313702996268 1810 2643 2643 1 6
"1262" "chr1" 3240227 3240227 -0.0222300237000622 0.0222300237000622 719 1117 1117 1 2
"977" "chrX" 86771551 86771551 0.0222285672057557 0.0222285672057557 11621 19996 19996 1 1
"765" "chrX" 36163134 36163134 0.0222227724468458 0.0222227724468458 10151 15905 15905 1 1
"1604" "chr1" 147737182 147737182 -0.0222162297497649 0.0222162297497649 5756 8590 8590 1 1
"1938" "chrX" 113817409 113817409 -0.0222066870909958 0.0222066870909958 12134 21443 21443 1 9
"353" "chr1" 149153931 149153931 0.0222020376638885 0.0222020376638885 5805 8658 8658 1 1
"1800" "chr1" 240656513 240656513 -0.022195444347975 0.022195444347975 9099 13492 13492 1 5
"7" "chr1" 2105392 2105392 0.0221945915534593 0.0221945915534593 382 601 601 1 1
"676" "chrX" 5821020 5821020 0.0221876128515254 0.0221876128515254 9492 14089 14089 1 4
"1284" "chr1" 6520772 6520772 -0.0221804384244975 0.0221804384244975 1067 1625 1625 1 1
"882" "chrX" 65041584 65041584 0.0221720669164517 0.0221720669164517 11130 18606 18606 1 4
"368" "chr1" 152647777 152647777 0.0221598492344928 0.0221598492344928 6039 9055 9055 1 1
"1915" "chrX" 99986352 99986352 -0.0221539137354888 0.0221539137354888 11688 20155 20155 1 10
"1883" "chrX" 47478591 47478591 -0.0221487445757813 0.0221487445757813 10542 16904 16904 1 12
"1755" "chr1" 224363494 224363494 -0.0221428374607546 0.0221428374607546 8422 12509 12509 1 1
"1099" "chrX" 134846987 134846987 0.0221360951495101 0.0221360951495101 12683 23046 23046 1 5
"409" "chr1" 154165776 154165776 0.0221356070194686 0.0221356070194686 6157 9226 9226 1 2
"414" "chr1" 157441473 157441473 0.0221309362023249 0.0221309362023249 6469 9712 9712 1 1
"583" "chr1" 230458820 230458820 0.0221305820707899 0.0221305820707899 8783 13050 13050 1 1
"1456" "chr1" 46654770 46654770 -0.0221270104099361 0.0221270104099361 3752 5568 5568 1 1
"1017" "chrX" 103267574 103267574 0.0221153994721603 0.0221153994721603 11897 20777 20777 1 14
"1959" "chrX" 125686801 125686801 -0.0221141868391986 0.0221141868391986 12410 22252 22252 1 8
"1218" "chrY" 6775803 6775803 0.0221098031447678 0.0221098031447678 13511 25247 25247 1 1
"682" "chrX" 7529982 7529982 0.0221052716196677 0.0221052716196677 9510 14138 14138 1 2
"1720" "chr1" 203767572 203767572 -0.0221001586073631 0.0221001586073631 7727 11520 11520 1 1
"1647" "chr1" 156893873 156893873 -0.0220987574437308 0.0220987574437308 6443 9684 9684 1 1
"1012" "chrX" 102632793 102632793 0.0220961686810235 0.0220961686810235 11847 20655 20655 1 11
"1881" "chrX" 47057322 47057322 -0.0220866518492041 0.0220866518492041 10499 16778 16778 1 1
"248" "chr1" 43438914 43438914 0.0220791682482859 0.0220791682482859 3539 5224 5224 1 1
"150" "chr1" 13475005 13475005 0.0220771564472223 0.0220771564472223 1626 2388 2388 1 1
"1512" "chr1" 64014634 64014634 -0.0220685079112455 0.0220685079112455 4350 6473 6473 1 2
"1552" "chr1" 92946187 92946187 -0.0220581688411609 0.0220581688411609 4885 7279 7279 1 1
"997" "chrX" 101139558 101139558 0.0220558582816314 0.0220558582816314 11769 20406 20406 1 1
"1139" "chrX" 142716477 142716477 0.0220542915582161 0.0220542915582161 12881 23585 23585 1 2
"345" "chr1" 119910670 119910670 0.0220419604106546 0.0220419604106546 5575 8328 8328 1 2
"201" "chr1" 27701171 27701171 0.0220344887134928 0.0220344887134928 2633 3839 3839 1 1
"717" "chrX" 17167719 17167719 0.0220293131084433 0.0220293131084433 9807 14926 14926 1 1
"1689" "chr1" 184005534 184005534 -0.0220204887434982 0.0220204887434982 7314 10940 10940 1 1
"1307" "chr1" 14027378 14027378 -0.0220187361650663 0.0220187361650663 1639 2407 2407 1 1
"1865" "chrX" 39949232 39949232 -0.0220154042669821 0.0220154042669821 10280 16210 16210 1 8
"543" "chr1" 209961872 209961872 0.0220102598810129 0.0220102598810129 8026 11950 11950 1 1
"1641" "chr1" 156784152 156784152 -0.0219983129427271 0.0219983129427271 6421 9649 9649 1 4
"483" "chr1" 169679199 169679199 0.0219982289477039 0.0219982289477039 6920 10378 10378 1 1
"1997" "chrX" 153084485 153084485 -0.0219941923310341 0.0219941923310341 13269 24550 24550 1 5
"220" "chr1" 35227029 35227029 0.0219940215306367 0.0219940215306367 3072 4507 4507 1 2
"929" "chrX" 72093980 72093980 0.0219845384096232 0.0219845384096232 11437 19438 19438 1 1
"290" "chr1" 64786354 64786354 0.0219756507099312 0.0219756507099312 4381 6509 6509 1 1
"1946" "chrX" 117957565 117957565 -0.0219675759976086 0.0219675759976086 12212 21646 21646 1 9
"513" "chr1" 185534625 185534625 0.0219635343158285 0.0219635343158285 7355 10997 10997 1 1
"50" "chr1" 3195570 3195570 0.0219586445071421 0.0219586445071421 707 1095 1095 1 2
"1564" "chr1" 110210925 110210925 -0.0219490056708607 0.0219490056708607 5210 7781 7781 1 6
"1713" "chr1" 201450009 201450009 -0.0219477544305882 0.0219477544305882 7567 11274 11274 1 1
"210" "chr1" 32321494 32321494 0.0219476461534597 0.0219476461534597 2892 4231 4231 1 1
"1705" "chr1" 200004584 200004584 -0.0219379596243933 0.0219379596243933 7484 11158 11158 1 2
"1334" "chr1" 19615382 19615382 -0.0219370531662045 0.0219370531662045 2045 2965 2965 1 4
"1621" "chr1" 151446020 151446020 -0.0219357960442126 0.0219357960442126 5967 8950 8950 1 2
"175" "chr1" 19166513 19166513 0.0219339316498502 0.0219339316498502 2013 2917 2917 1 1
"160" "chr1" 16303299 16303299 0.0219322757270961 0.0219322757270961 1776 2601 2601 1 1
"550" "chr1" 217102087 217102087 0.0219215878696091 0.0219215878696091 8240 12246 12246 1 1
"1824" "chrX" 10126881 10126881 -0.0219186775892837 0.0219186775892837 9585 14339 14339 1 5
"1644" "chr1" 156829691 156829691 -0.0219042447231622 0.0219042447231622 6428 9662 9662 1 2
"111" "chr1" 6226998 6226998 0.0218984095290494 0.0218984095290494 1005 1535 1535 1 1
"33" "chr1" 2915875 2915875 0.0218944455248809 0.0218944455248809 614 940 940 1 1
"1949" "chrX" 118736960 118736960 -0.0218888757081088 0.0218888757081088 12268 21817 21817 1 1
"1864" "chrX" 39947231 39947231 -0.0218868477203493 0.0218868477203493 10279 16203 16203 1 2
"19" "chr1" 2706960 2706960 0.0218725694410546 0.0218725694410546 564 868 868 1 2
"1220" "chrY" 10037020 10037020 0.0218721612932956 0.0218721612932956 13594 25362 25362 1 2
"1752" "chr1" 221069699 221069699 -0.02186250074034 0.02186250074034 8338 12383 12383 1 1
"181" "chr1" 20502991 20502991 0.0218563247711008 0.0218563247711008 2107 3051 3051 1 1
"303" "chr1" 96828042 96828042 0.0218561471156755 0.0218561471156755 4996 7449 7449 1 1
"656" "chr1" 248569430 248569430 0.0218358281165691 0.0218358281165691 9392 13898 13898 1 1
"755" "chrX" 34165065 34165065 0.021821676404228 0.021821676404228 10130 15840 15840 1 5
"162" "chr1" 17014799 17014799 0.0218184260768647 0.0218184260768647 1863 2718 2718 1 1
"736" "chrX" 26209436 26209436 0.0218058959896554 0.0218058959896554 10048 15602 15602 1 1
"1298" "chr1" 10745727 10745727 -0.0218044796591054 0.0218044796591054 1441 2130 2130 1 1
"545" "chr1" 213152123 213152123 0.0218042420569816 0.0218042420569816 8157 12138 12138 1 1
"1985" "chrX" 136651179 136651179 -0.0217888722433725 0.0217888722433725 12774 23320 23320 1 7
"971" "chrX" 84571547 84571547 0.0217858493095144 0.0217858493095144 11609 19960 19960 1 1
"1256" "chr1" 2476749 2476749 -0.0217798097177073 0.0217798097177073 537 825 825 1 1
"1747" "chr1" 221054201 221054201 -0.0217794811423658 0.0217794811423658 8328 12371 12371 1 1
"1399" "chr1" 33391207 33391207 -0.0217793657728374 0.0217793657728374 2985 4390 4390 1 1
"1729" "chr1" 212002770 212002770 -0.021770619031007 0.021770619031007 8089 12044 12044 1 3
"1684" "chr1" 180881163 180881163 -0.0217617806307001 0.0217617806307001 7194 10773 10773 1 3
"1318" "chr1" 16543759 16543759 -0.0217528723926532 0.0217528723926532 1814 2648 2648 1 2
"1625" "chr1" 154380705 154380705 -0.0217320782238204 0.0217320782238204 6173 9255 9255 1 1
"942" "chrX" 74739430 74739430 0.0217290445634435 0.0217290445634435 11500 19623 19623 1 1
"363" "chr1" 152333922 152333922 0.0217271125075045 0.0217271125075045 6030 9042 9042 1 2
"411" "chr1" 154537214 154537214 0.0217239785153056 0.0217239785153056 6186 9269 9269 1 1
"1447" "chr1" 45082905 45082905 -0.0217230725379593 0.0217230725379593 3660 5405 5405 1 1
"880" "chrX" 64708686 64708686 0.0217225773009782 0.0217225773009782 11112 18563 18563 1 2
"675" "chrX" 5811085 5811085 0.0217095596526922 0.0217095596526922 9489 14084 14084 1 3
"1043" "chrX" 107180121 107180121 0.0217091580318008 0.0217091580318008 12010 21121 21121 1 1
"1123" "chrX" 138791201 138791201 0.0217076062591819 0.0217076062591819 12817 23423 23423 1 1
"37" "chr1" 2939117 2939117 0.0217055395330287 0.0217055395330287 622 951 951 1 2
"1974" "chrX" 133306916 133306916 -0.0217043285877135 0.0217043285877135 12598 22765 22765 1 7
"1887" "chrX" 48690187 48690187 -0.0217022505181428 0.0217022505181428 10663 17262 17262 1 6
"941" "chrX" 74590752 74590752 0.0216960545168473 0.0216960545168473 11499 19622 19622 1 1
"16" "chr1" 2526950 2526950 0.0216866679073761 0.0216866679073761 550 846 846 1 3
"1382" "chr1" 32167512 32167512 -0.0216844866316494 0.0216844866316494 2868 4196 4196 1 1
"1968" "chrX" 129194010 129194010 -0.0216824907351427 0.0216824907351427 12481 22439 22439 1 7
"1345" "chr1" 23280066 23280066 -0.0216803549335346 0.0216803549335346 2310 3326 3326 1 3
"1251" "chr1" 2171253 2171253 -0.0216745788605276 0.0216745788605276 406 640 640 1 1
"814" "chrX" 49593930 49593930 0.0216689183759802 0.0216689183759802 10789 17657 17657 1 4
"1537" "chr1" 90297591 90297591 -0.0216615115309213 0.0216615115309213 4804 7144 7144 1 1
"1683" "chr1" 180207363 180207363 -0.0216507433084487 0.0216507433084487 7181 10757 10757 1 1
"294" "chr1" 79114976 79114976 0.0216441222503801 0.0216441222503801 4627 6880 6880 1 1
"1226" "chrY" 22682393 22682393 0.0216417663147205 0.0216417663147205 13679 25537 25537 1 1
"1785" "chr1" 231765185 231765185 -0.0216382975090269 0.0216382975090269 8852 13149 13149 1 1
"309" "chr1" 101166162 101166162 0.0216367544501845 0.0216367544501845 5058 7548 7548 1 1
"1714" "chr1" 201501212 201501212 -0.0216359593422044 0.0216359593422044 7574 11285 11285 1 1
"157" "chr1" 15084185 15084185 0.0216344250858101 0.0216344250858101 1662 2440 2440 1 1
"992" "chrX" 100186995 100186995 0.0216340064797918 0.0216340064797918 11701 20195 20195 1 1
"719" "chrX" 17818629 17818629 0.0216302711946918 0.0216302711946918 9825 14977 14977 1 1
"867" "chrX" 62979075 62979075 0.0216271778900938 0.0216271778900938 11083 18480 18480 1 1
"1352" "chr1" 26233332 26233332 -0.0216221054003227 0.0216221054003227 2499 3619 3619 1 5
"1518" "chr1" 67773719 67773719 -0.0216200389210627 0.0216200389210627 4463 6622 6622 1 1
"659" "chr1" 248683682 248683682 0.0216138946162534 0.0216138946162534 9395 13901 13901 1 1
"1079" "chrX" 125952256 125952256 0.0216118180078856 0.0216118180078856 12416 22268 22268 1 1
"456" "chr1" 161953593 161953593 0.0216112590192778 0.0216112590192778 6719 10072 10072 1 3
"925" "chrX" 71371655 71371655 0.021608784064762 0.021608784064762 11405 19338 19338 1 1
"1343" "chr1" 21949221 21949221 -0.0216053470311878 0.0216053470311878 2203 3193 3193 1 1
"1869" "chrX" 39961501 39961501 -0.0215892571894389 0.0215892571894389 10291 16234 16234 1 4
"223" "chr1" 37090344 37090344 0.0215815073608779 0.0215815073608779 3184 4686 4686 1 1
"1280" "chr1" 6480232 6480232 -0.0215738195053435 0.0215738195053435 1052 1601 1601 1 5
"55" "chr1" 3328023 3328023 0.0215680198117239 0.0215680198117239 745 1151 1151 1 1
"1018" "chrX" 103268245 103268245 0.0215632639316142 0.0215632639316142 11897 20781 20781 1 14
"556" "chr1" 222816858 222816858 0.0215492886022384 0.0215492886022384 8365 12419 12419 1 1
"469" "chr1" 165183639 165183639 0.0215473008667462 0.0215473008667462 6784 10165 10165 1 1
"1652" "chr1" 160990265 160990265 -0.0215427525017634 0.0215427525017634 6631 9931 9931 1 1
"47" "chr1" 3147329 3147329 0.0215426229982385 0.0215426229982385 689 1066 1066 1 5
"198" "chr1" 24225690 24225690 0.0215327598786189 0.0215327598786189 2373 3430 3430 1 1
"1522" "chr1" 75139746 75139746 -0.0215093501565879 0.0215093501565879 4550 6755 6755 1 2
"281" "chr1" 58333307 58333307 0.0214992460510899 0.0214992460510899 4226 6285 6285 1 1
"1227" "chrY" 22738771 22738771 0.0214985696639673 0.0214985696639673 13683 25553 25553 1 1
"470" "chr1" 165327830 165327830 0.0214910723431472 0.0214910723431472 6794 10179 10179 1 1
"301" "chr1" 95969622 95969622 0.0214878563998832 0.0214878563998832 4991 7444 7444 1 1
"1637" "chr1" 156611087 156611087 -0.0214856428191156 0.0214856428191156 6392 9595 9595 1 2
"1582" "chr1" 117665053 117665053 -0.0214842030840587 0.0214842030840587 5519 8241 8241 1 2
"1315" "chr1" 16301562 16301562 -0.02148374000835 0.02148374000835 1774 2598 2598 1 1
"847" "chrX" 54387730 54387730 0.0214770067081394 0.0214770067081394 10971 18133 18133 1 1
"1827" "chrX" 13821440 13821440 -0.0214739803107022 0.0214739803107022 9697 14611 14611 1 1
"1523" "chr1" 75596758 75596758 -0.0214711840150421 0.0214711840150421 4558 6774 6774 1 4
"76" "chr1" 4577365 4577365 0.0214441327993008 0.0214441327993008 899 1402 1402 1 1
"14" "chr1" 2428270 2428270 0.0214304103888047 0.0214304103888047 510 790 790 1 3
"915" "chrX" 70149293 70149293 0.0214296600268709 0.0214296600268709 11289 19046 19046 1 1
"962" "chrX" 79827218 79827218 0.0214241582591633 0.0214241582591633 11574 19833 19833 1 1
"1983" "chrX" 136646775 136646775 -0.0214081682608669 0.0214081682608669 12771 23307 23307 1 2
"112" "chr1" 7039323 7039323 0.0214050279977758 0.0214050279977758 1125 1716 1716 1 1
"1623" "chr1" 153651938 153651938 -0.0213888294236319 0.0213888294236319 6122 9168 9168 1 6
"834" "chrX" 52009105 52009105 0.02138804308551 0.02138804308551 10874 17883 17883 1 1
"1969" "chrX" 129243872 129243872 -0.0213856771857723 0.0213856771857723 12486 22450 22450 1 3
"1040" "chrX" 106516773 106516773 0.0213803280252556 0.0213803280252556 11976 21032 21032 1 6
"1224" "chrY" 20501241 20501241 0.0213756458029798 0.0213756458029798 13657 25489 25489 1 1
"177" "chr1" 20249204 20249204 0.0213735458904669 0.0213735458904669 2094 3037 3037 1 1
"217" "chr1" 34644252 34644252 0.0213662899430895 0.0213662899430895 3062 4494 4494 1 1
"1594" "chr1" 120905322 120905322 -0.0213573212519097 0.0213573212519097 5611 8373 8373 1 1
"769" "chrX" 37001669 37001669 0.0213315298822514 0.0213315298822514 10162 15925 15925 1 2
"685" "chrX" 8139190 8139190 0.0213291704454314 0.0213291704454314 9519 14165 14165 1 1
"979" "chrX" 88002047 88002047 0.0213286781787979 0.0213286781787979 11624 20005 20005 1 6
"114" "chr1" 7120893 7120893 0.0213168882477634 0.0213168882477634 1131 1723 1723 1 1
"589" "chr1" 230779251 230779251 0.0213092200136705 0.0213092200136705 8798 13069 13069 1 1
"1487" "chr1" 50893067 50893067 -0.0213082618499571 0.0213082618499571 3909 5822 5822 1 3
"182" "chr1" 20511095 20511095 0.021302621157901 0.021302621157901 2108 3052 3052 1 1
"1229" "chr1" 870791 870791 -0.0213017155895239 0.0213017155895239 30 53 53 1 4
"551" "chr1" 217314284 217314284 0.0212925082009814 0.0212925082009814 8253 12268 12268 1 1
"78" "chr1" 4712355 4712355 0.0212866416473258 0.0212866416473258 902 1405 1405 1 1
"1579" "chr1" 115632038 115632038 -0.0212820839512017 0.0212820839512017 5443 8134 8134 1 3
"434" "chr1" 158534143 158534143 0.0212718848776873 0.0212718848776873 6514 9761 9761 1 1
"245" "chr1" 42550741 42550741 0.0212696406828868 0.0212696406828868 3475 5129 5129 1 1
"56" "chr1" 3329820 3329820 0.0212582377776468 0.0212582377776468 746 1152 1152 1 2
"584" "chr1" 230466073 230466073 0.0212575077267518 0.0212575077267518 8784 13051 13051 1 1
"53" "chr1" 3204078 3204078 0.0212548084626453 0.0212548084626453 710 1102 1102 1 3
"949" "chrX" 75005360 75005360 0.0212443388375533 0.0212443388375533 11507 19651 19651 1 8
"42" "chr1" 3032965 3032965 0.0212419994706898 0.0212419994706898 646 994 994 1 4
"595" "chr1" 234042342 234042342 0.0212396495376739 0.0212396495376739 8915 13224 13224 1 1
"1313" "chr1" 15653410 15653410 -0.0212359042914553 0.0212359042914553 1706 2495 2495 1 1
"975" "chrX" 85407140 85407140 0.0212328996447151 0.0212328996447151 11617 19992 19992 1 1
"1067" "chrX" 119379188 119379188 0.0212326607799913 0.0212326607799913 12326 22000 22000 1 10
"1667" "chr1" 168058592 168058592 -0.0212325365723939 0.0212325365723939 6883 10322 10322 1 1
"792" "chrX" 47003362 47003362 0.0212211384083997 0.0212211384083997 10486 16723 16723 1 2
"555" "chr1" 221213052 221213052 0.0212193219018113 0.0212193219018113 8339 12384 12384 1 1
"1265" "chr1" 3634918 3634918 -0.0212163094950418 0.0212163094950418 839 1312 1312 1 2
"133" "chr1" 10761983 10761983 0.0212132933469622 0.0212132933469622 1447 2136 2136 1 1
"1643" "chr1" 156818749 156818749 -0.0212108102277738 0.0212108102277738 6425 9654 9654 1 7
"718" "chrX" 17678361 17678361 0.021205080156463 0.021205080156463 9818 14957 14957 1 1
